SPCD,COMMON_NAME,Species,SPECIES_SYMBOL,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,SFTWD_HRDWD,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT
331,Ohio buckeye,Aesculus glabra,AEGL,27,101,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
332,yellow buckeye,Aesculus flava,AEFL,27,101,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
333,California buckeye,Aesculus californica,AECA,27,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395
334,Texas buckeye,Aesculus glabra,AEGLA,27,101,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
336,red buckeye,Aesculus pavia,AEPA,27,101,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
337,painted buckeye,Aesculus sylvatica,AESY,27,101,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
341,ailanthus,Ailanthus altissima,AIAL,25,146,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
345,"mimosa, silktree",Albizia julibrissin,ALJU,36,146,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
350,alder spp.,Alnus spp.,ALNUS,37,221,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
351,red alder,Alnus rubra,ALRU2,26,131,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74995
352,white alder,Alnus rhombifolia,ALRH2,26,131,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395
353,Arizona alder,Alnus oblongifolia,ALOB2,37,221,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395
355,European alder,Alnus glutinosa,ALGL2,26,146,H,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
356,serviceberry spp.,Amelanchier spp.,AMELA,37,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
357,common serviceberry,Amelanchier arborea,AMAR3,37,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
358,roundleaf serviceberry,Amelanchier sanguinea,AMSA,37,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
360,madrone spp.,Arbutus spp.,ARBUT,37,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
361,Pacific madrone,Arbutus menziesii,ARME,37,132,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395
362,Arizona madrone,Arbutus arizonica,ARAR2,37,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395
363,Texas madrone,Arbutus xalapensis,ARXA80,29,160,H,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395
367,pawpaw,Asimina triloba,ASTR,25,221,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
370,birch spp.,Betula spp.,BETUL,37,221,H,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
371,yellow birch,Betula alleghaniensis,BEAL2,27,98,H,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.78859
372,sweet birch,Betula lenta,BELE,27,221,H,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185
373,river birch,Betula nigra,BENI,28,129,H,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
374,water birch,Betula occidentalis,BEOC2,28,221,H,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395
375,paper birch,Betula papyrifera,BEPA,28,99,H,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
376,resin birch,Betula neoalaskana,BENE4,28,99,H,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
377,Virginia roundleaf birch,Betula uber,BEUB,27,221,H,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
378,northwestern paper birch,Betula x utahensis,BEUT,28,99,H,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395
379,gray birch,Betula populifolia,BEPO,28,224,H,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248
381,"chittamwood, gum bumelia",Sideroxylon lanuginosum,SILAL3,25,151,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
391,"American hornbeam, musclewood",Carpinus caroliniana,CACA18,25,101,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
400,hickory spp.,Carya spp.,CARYA,29,221,H,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366
401,water hickory,Carya aquatica,CAAQ2,29,90,H,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366
402,bitternut hickory,Carya cordiformis,CACO15,29,92,H,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366
403,pignut hickory,Carya glabra,CAGL8,29,92,H,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366
404,pecan,Carya illinoinensis,CAIL2,29,91,H,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366
405,shellbark hickory,Carya laciniosa,CALA21,29,90,H,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366
406,nutmeg hickory,Carya myristiciformis,CAMY,29,92,H,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366
407,shagbark hickory,Carya ovata,CAOV2,29,92,H,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366
6155,New Caledonia pine,Araucaria columnaris,ARCO32,20,,S,8,,,,,,,,,,,
6157,Norfolk Island pine,Araucaria heterophylla,ARHE12,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6158,Araucaria,Araucaria spp.,ARAUC2,37,,H,8,,,,,,,,,,,
6159,Alexandra palm,Archontophoenix alexandrae,ARAL,37,,H,8,,,,,,,,,,,
6160,Bangalow palm,Archontophoenix cunninghamiana,ARCU2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6161,shoebutton,Ardisia elliptica,AREL4,37,,H,8,,,,,,,,,,,
6162,ausubon,Ardisia glauciflora,ARGL11,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6163,mountain marlberry,Ardisia luquillensis,ARLU3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6164,Guadeloupe marlberry,Ardisia obovata,AROB2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6165,China-shrub,Ardisia solanacea,ARSO,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6166,marlberry,Ardisia spp.,ARDIS,37,,H,8,,,,,,,,,,,
6167,betelnut,Areca catechu,ARCA41,37,,H,8,,,,,,,,,,,
6169,cabo-negro,Arenga pinnata,ARPI6,37,,H,8,,,,,,,,,,,
6171,breadfruit,Artocarpus altilis,ARAL7,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6173,Artocarpus heterophyllus,Artocarpus heterophyllus,ARHE2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6175,"dugdug, Marianas breadfruit",Artocarpus mariannensis,ARMA28,37,,H,8,,,,,,,,,,,
6176,Artocarpus nobilis,Artocarpus nobilis,ARNO,37,,H,8,,,,,,,,,,,
6177,Marang,Artocarpus odoratissimus,AROD2,37,,H,8,,,,,,,,,,,
6178,meduu,Artocarpus spp.,ARTOC,37,,H,8,,,,,,,,,,,
6179,taputoi,Arytera brackenridgei,ARBR11,37,,H,8,,,,,,,,,,,
6181,afia,Ascarina diffusa,ASDI14,37,,H,8,,,,,,,,,,,
6184,Astronidium kusaianum,Astronidium kusaianum,ASKU2,37,,H,8,,,,,,,,,,,
6185,Astronidium navigatorum,Astronidium navigatorum,ASNA10,37,,H,8,,,,,,,,,,,
6186,meskui,Astronidium palauense,ASPA37,37,,H,8,,,,,,,,,,,
6187,Astronidium pickeringii,Astronidium pickeringii,ASPI11,37,,H,8,,,,,,,,,,,
6188,Astronidium samoense,Astronidium samoense,ASSA23,37,,H,8,,,,,,,,,,,
6189,Astronidium,Astronidium spp.,ASTRO4,37,,H,8,,,,,,,,,,,
6190,Astronidium subcordata,Astronidium subcordata,ASSU31,37,,H,8,,,,,,,,,,,
6193,ifi ifi,Atuna racemosa,ATRA2,37,,H,8,,,,,,,,,,,
6197,Bilimbi,Averrhoa bilimbi,AVBI,37,,H,8,,,,,,,,,,,
6198,carambola,Averrhoa carambola,AVCA,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6199,Averrhoa,Averrhoa spp.,AVERR,37,,H,8,,,,,,,,,,,
6200,biut,Avicennia alba,AVAL,37,,H,8,,,,,,,,,,,
6203,Avicennia marina,Avicennia marina,AVMA3,37,,H,8,,,,,,,,,,,
6205,Avicennia,Avicennia spp.,AVICE,37,,H,8,,,,,,,,,,,
6206,neem,Azadirachta indica,AZIN2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6208,Saitamu,Baccaurea taitensis,BATA,37,,H,8,,,,,,,,,,,
6213,ralm,Badusa palauensis,BAPA8,37,,H,8,,,,,,,,,,,
6215,bamboo,Bambusa spp.,BAMBU,37,,H,8,,,,,,,,,,,
6216,common bamboo,Bambusa vulgaris,BAVU2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6217,Puerto Rico palo de ramon,Banara portoricensis,BAPO,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6218,bottle-palm,Beaucarnea recurvata,BERE4,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6219,Vanderbilt's palo de ramon,Banara vanderbiltii,BAVA2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6220,sea putat,Barringtonia asiatica,BAAS3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6221,langaasag,Barringtonia racemosa,BARA5,37,,H,8,,,,,,,,,,,
6222,falaga,Barringtonia samoensis,BASA9,37,,H,8,,,,,,,,,,,
6223,Barringtonia,Barringtonia spp.,BARRI,37,,H,8,,,,,,,,,,,
6224,Bastardiopsis eggersii,Bastardiopsis eggersii,BAEG6,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6225,Bauhinia binata,Bauhinia binata,BABI6,37,,H,8,,,,,,,,,,,
6226,Napoleon's plume,Bauhinia monandra,BAMO2,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6227,petite flamboyant bauhinia,Bauhinia multinervia,BAMU3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6228,railroadfence,Bauhinia pauletia,BAPA3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6229,butterfly tree,Bauhinia purpurea,BAPU,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6230,bauhinia,Bauhinia spp.,BAUHI,37,,H,8,,,,,,,,,,,
6231,St. Thomas tree,Bauhinia tomentosa,BATO,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6232,mountain ebony,Bauhinia variegata,BAVA,37,990,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6970,mamala,Dysoxylum samoense,DYSA,37,,H,8,,,,,,,,,,,
6971,Dysoxylum,Dysoxylum spp.,DYSOX,37,,H,8,,,,,,,,,,,
6972,Dysoxylum mollissimum ssp. Molle,Dysoxylum mollissimum,DYMOM,37,,H,8,,,,,,,,,,,
6973,oil nut palm,Elaeis guineensis,ELGU,37,,H,8,,,,,,,,,,,
6974,Kosrae elaeocarpus,Elaeocarpus Kaneh,ELKU2,37,,H,8,,,,,,,,,,,
6975,kalia,Elaeocarpus bifidus,ELBI,37,,H,8,,,,,,,,,,,
6976,syatak,Elaeocarpus carolinensis,ELCA20,37,,H,8,,,,,,,,,,,
6977,`a`mati`e,Elaeocarpus floridanus,ELFL6,37,,H,8,,,,,,,,,,,
6978,Elaeocarpus graeffei,Elaeocarpus graeffei,ELGR,37,,H,8,,,,,,,,,,,
6979,sapatua,Elaeocarpus grandis,ELGR6,37,,H,8,,,,,,,,,,,
6980,joga,Elaeocarpus joga,ELJO,37,,H,8,,,,,,,,,,,
6981,Elaeocarpus kerstingianus,Elaeocarpus kerstingianus,ELKE,37,,H,8,,,,,,,,,,,
6982,"maratte, opop",Elaeocarpus kusanoi,ELKU,37,,H,8,,,,,,,,,,,
6983,Elaeocarpus,Elaeocarpus spp.,ELAEO,37,,H,8,,,,,,,,,,,
6984,aamatie,Elaeocarpus tonganus,ELTO4,37,,H,8,,,,,,,,,,,
6985,Elaeocarpus,Elaeocarpus ulianus,ELUL,37,,H,8,,,,,,,,,,,
6990,taputoi,Elattostachys falcata,ELFA3,37,,H,8,,,,,,,,,,,
6992,utuutu,Eleocharis dulcis,ELDU3,37,,H,8,,,,,,,,,,,
6994,elaeocarpa,Endiandra elaeocarpa,ENEL,37,,H,8,,,,,,,,,,,
6996,monkeysoap,Enterolobium cyclocarpum,ENCY,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6997,bronze loquat,Eriobotrya deflexa,ERDE16,37,990,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
6998,loquat,Eriobotrya japonica,ERJA3,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7000,blacktorch,Erithalis fruticosa,ERFR4,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7003,naked coral tree,Erythrina coralloides,ERCO,37,,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7004,machete,Erythrina berteriana,ERBE3,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7005,coral erythrina,Erythrina corallodendron,ERCO22,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7006,crybabytree,Erythrina crista-galli,ERCR6,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7007,cock's spur,Erythrina eggersii,EREG,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7008,bucayo,Erythrina fusca,ERFU2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7011,mountain immortelle,Erythrina poeppigiana,ERPO5,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7012,wili wili,Erythrina sandwicensis,ERSA11,37,,H,8,,,,,,,,,,,
7013,erythrina,Erythrina spp.,ERYTH,37,,H,8,,,,,,,,,,,
7014,gatae palagi,Erythrina subumbrans,ERSU15,37,,H,8,,,,,,,,,,,
7015,tiger's claw,Erythrina variegata,ERVA7,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7016,tiger's claw,Erythrina variegata,ERVAO,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7017,acuminatissimum,Erythrospermum acuminatissimum,ERAC10,37,,H,8,,,,,,,,,,,
7019,swamp-redwood,Erythroxylum areolatum,ERAR17,37,984,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7021,ratwood,Erythroxylum rotundifolium,ERRO3,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7022,rufous false cocaine,Erythroxylum rufum,ERRU4,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7024,Urban's false cocaine,Erythroxylum urbanii,ERUR4,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7025,southern mahogany,Eucalyptus botryoides,EUBO2,37,,H,8,,,,,,,,,,,
7026,applebox,Eucalyptus bridgesiana,EUBR2,37,,H,8,,,,,,,,,,,
7028,argyle apple,Eucalyptus cinerea,EUCI80,37,,H,8,,,,,,,,,,,
7031,yate,Eucalyptus cornuta,EUCO3,37,,H,8,,,,,,,,,,,
7032,narrowleaf red ironbark,Eucalyptus crebra,EUCR,37,,H,8,,,,,,,,,,,
7033,roundleaf gum,Eucalyptus deanei,EUDE,37,,H,8,,,,,,,,,,,
7034,Indonesian gum,Eucalyptus deglupta,EUDE2,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7038,tuart,Eucalyptus gomphocephala,EUGO,37,,H,8,,,,,,,,,,,
7039,mountain graygum,Eucalyptus goniocalyx,EUGO2,37,,H,8,,,,,,,,,,,
7041,white box,Eucalyptus hemiphloia,EUHE12,37,,H,8,,,,,,,,,,,
7043,spotted gum,Eucalyptus maculata,EUMA23,37,993,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7044,jarrah,Eucalyptus marginata,EUMA4,37,,H,8,,,,,,,,,,,
7045,Australian tallowwood,Eucalyptus microcorys,EUMI,37,,H,8,,,,,,,,,,,
7046,gray ironbark,Eucalyptus paniculata,EUPA,37,993,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7706,Medusanthera,Medusanthera spp.,MEDUS2,37,,H,8,,,,,,,,,,,
7709,melaleuca,Melaleuca spp.,MELAL,37,,H,8,,,,,,,,,,,
7710,alom,Melanolepis multiglandulosa,MEMU10,37,,H,8,,,,,,,,,,,
7712,Melastoma candidum,Melastoma candidum,MECA9,37,,H,8,,,,,,,,,,,
7713,Melastoma sanguineum,Melastoma sanguineum,MESA3,37,,H,8,,,,,,,,,,,
7716,melia,Melia spp.,MELIA,37,,H,8,,,,,,,,,,,
7717,Spanish lime,Melicoccus bijugatus,MEBI,37,985,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7719,mokihana,Melicope anisata,MEAN3,37,,H,8,,,,,,,,,,,
7720,Ballous melicope,Melicope balloui,MEBA2,37,,H,8,,,,,,,,,,,
7721,uahiapele,Melicope barbigera,MEBA3,37,,H,8,,,,,,,,,,,
7722,Waianae Range melicope,Melicope christophersenii,MECH2,37,,H,8,,,,,,,,,,,
7723,manena,Melicope cinerea,MECI6,37,,H,8,,,,,,,,,,,
7724,kukaemoa,Melicope clusiifolia,MECL,37,,H,8,,,,,,,,,,,
7725,piloula,Melicope cruciata,MECR5,37,,H,8,,,,,,,,,,,
7726,leiohiiaka,Melicope elliptica,MEEL2,37,,H,8,,,,,,,,,,,
7727,Haleakala melicope,Melicope haleakalae,MEHA7,37,,H,8,,,,,,,,,,,
7728,Haupa Mountain melicope,Melicope haupuensis,MEHA3,37,,H,8,,,,,,,,,,,
7729,mokihana kukae moa,Melicope hawaiensis,MEHA4,37,,H,8,,,,,,,,,,,
7730,Monoa melicope,Melicope hiiakae,MEHI6,37,,H,8,,,,,,,,,,,
7731,Honolulu melicope,Melicope hosakae,MEHO2,37,,H,8,,,,,,,,,,,
7732,Kaala melicope,Melicope kaalaensis,MEKA2,37,,H,8,,,,,,,,,,,
7733,Olokele Valley melicope,Melicope knudsenii,MEKN,37,,H,8,,,,,,,,,,,
7734,Kaholuamanu melicope,Melicope macropus,MEMA6,37,,H,8,,,,,,,,,,,
7735,Makaha Valley melicope,Melicope makahae,MEMA7,37,,H,8,,,,,,,,,,,
7736,Molokai melicope,Melicope molokaiensis,MEMO6,37,,H,8,,,,,,,,,,,
7737,alani,Melicope mucronulata,MEMU4,37,,H,8,,,,,,,,,,,
7738,Oahu melicope,Melicope oahuensis,MEOA,37,,H,8,,,,,,,,,,,
7739,Makawao melicope,Melicope obovata,MEOB4,37,,H,8,,,,,,,,,,,
7740,Honokahua melicope,Melicope orbicularis,MEOR4,37,,H,8,,,,,,,,,,,
7741,Hana melicope,Melicope ovalis,MEOV,37,,H,8,,,,,,,,,,,
7742,eggshape melicope,Melicope ovata,MEOV2,37,,H,8,,,,,,,,,,,
7743,pale melicope,Melicope pallida,MEPA6,37,,H,8,,,,,,,,,,,
7744,Lihue melicope,Melicope paniculata,MEPA7,37,,H,8,,,,,,,,,,,
7745,boxfruit alani,Melicope peduncularis,MEPE9,37,,H,8,,,,,,,,,,,
7746,Kohala Summit melicope,Melicope pseudoanisata,MEPS,37,,H,8,,,,,,,,,,,
7747,hairy melicope,Melicope puberula,MEPU4,37,,H,8,,,,,,,,,,,
7748,fourangle melicope,Melicope quadrangularis,MEQU3,37,,H,8,,,,,,,,,,,
7749,kapu melicope,Melicope radiata,MERA2,37,,H,8,,,,,,,,,,,
7750,soopini,Melicope latifolia,MERE8,37,,H,8,,,,,,,,,,,
7751,roundleaf melicope,Melicope rotundifolia,MERO3,37,,H,8,,,,,,,,,,,
7752,St. Johns melicope,Melicope saint-johnii,MESA4,37,,H,8,,,,,,,,,,,
7753,Mt. Kaala melicope,Melicope sandwicensis,MESA5,37,,H,8,,,,,,,,,,,
7754,melicope,Melicope spp.,MELIC3,37,,H,8,,,,,,,,,,,
7755,volcanic melicope,Melicope volcanica,MEVO,37,,H,8,,,,,,,,,,,
7756,alani wai,Melicope waialealae,MEWA2,37,,H,8,,,,,,,,,,,
7757,Monoa melicope,Melicope wawraeana,MEWA4,37,,H,8,,,,,,,,,,,
7758,kipuka piaula,Melicope zahlbruckneri,MEZA,37,,H,8,,,,,,,,,,,
7759,samoensis,Melicytus samoensis,MESA9,37,,H,8,,,,,,,,,,,
7763,aguacatillo,Meliosma herbertii,MEHE,37,986,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7764,cacaillo,Meliosma obtusifolia,MEOB2,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7766,mao,Melochia aristata,MEAR16,37,,H,8,,,,,,,,,,,
7767,melochia,Melochia spp.,MELOC,37,,H,8,,,,,,,,,,,
7768,teabush,Melochia tomentosa,METO4,37,980,H,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031
7769,hierba del soldado,Melochia umbellata,MEUM3,37,,H,8,,,,,,,,,,,
7770,sayafe spp.,Melochia villosissima,MEVIC4,37,,H,8,,,,,,,,,,,
7771,sayafe,Melochia villosissima,MEVIV,37,,H,8,,,,,,,,,,,
7774,faniok,Merrilliodendron megacarpum,MEME12,37,,H,8,,,,,,,,,,,
7776,fagufagu,Meryta macrophylla,MEMA16,37,,H,8,,,,,,,,,,,
7777,omechidel,Meryta senfftiana,MESE11,37,,H,8,,,,,,,,,,,
7778,Meryta,Meryta spp.,MERYT,37,,H,8,,,,,,,,,,,
7781,collina,Metrosideros collina,MEPOP2,37,,H,8,,,,,,,,,,,
7782,ohia,Metrosideros macropus,MEMA4,37,,H,8,,,,,,,,,,,
7783,ohia lehua,Metrosideros polymorpha,MEPO5,37,,H,8,,,,,,,,,,,
