dateTime,temp_c,rh,windSpeed_kmh
04/02/2017 16:35 MDT,5,57,9.64
04/02/2017 17:35 MDT,3.9,65,12.89
04/02/2017 18:35 MDT,3.3,71,8.03
04/02/2017 19:35 MDT,2.8,73,0
04/02/2017 20:35 MDT,1.1,87,9.64
04/02/2017 21:35 MDT,-0.6,100,4.83
04/02/2017 22:35 MDT,-0.6,100,6.44
04/02/2017 23:35 MDT,-1.7,98,3.23
04/03/2017 00:35 MDT,-0.6,91,0
04/03/2017 01:35 MDT,0,84,16.09
04/03/2017 02:35 MDT,-1.7,95,14.47
04/03/2017 03:35 MDT,-2.2,100,12.89
04/03/2017 04:35 MDT,-2.2,78,25.73
04/03/2017 05:35 MDT,-2.8,69,27.36
04/03/2017 06:35 MDT,-3.3,61,27.36
04/03/2017 07:35 MDT,-2.8,59,19.33
04/03/2017 08:35 MDT,-1.1,49,19.33
04/03/2017 09:35 MDT,0.6,44,19.33
04/03/2017 10:35 MDT,1.1,39,28.98
04/03/2017 11:35 MDT,1.7,34,28.98
04/03/2017 12:35 MDT,2.2,30,25.73
04/03/2017 13:35 MDT,3.3,27,16.09
04/03/2017 14:35 MDT,3.9,22,20.92
04/03/2017 15:35 MDT,3.9,22,12.89
04/03/2017 16:35 MDT,3.9,21,8.03
04/03/2017 17:35 MDT,2.2,30,6.44
04/03/2017 18:35 MDT,1.1,34,9.64
04/03/2017 19:35 MDT,0,46,9.64
04/03/2017 20:35 MDT,-1.7,60,9.64
04/03/2017 21:35 MDT,-2.8,82,14.47
04/03/2017 22:35 MDT,-4.4,97,17.72
04/03/2017 23:35 MDT,-4.4,98,12.89
04/04/2017 00:35 MDT,-5,97,9.64
04/04/2017 01:35 MDT,-5.6,96,9.64
04/04/2017 02:35 MDT,-5.6,96,9.64
04/04/2017 03:35 MDT,-6.1,96,11.27
04/04/2017 04:35 MDT,-6.7,95,14.47
04/04/2017 05:35 MDT,-6.7,95,12.89
04/04/2017 06:35 MDT,-7.2,94,14.47
04/04/2017 07:35 MDT,-7.2,94,8.03
04/04/2017 08:35 MDT,-6.7,94,4.83
04/04/2017 09:35 MDT,-5.6,93,6.44
04/04/2017 10:35 MDT,-3.9,93,6.44
04/04/2017 11:35 MDT,-3.3,92,11.27
04/04/2017 12:35 MDT,-1.7,91,11.27
04/04/2017 13:35 MDT,0,91,6.44
04/04/2017 14:35 MDT,-2.2,92,9.64
04/04/2017 15:35 MDT,-3.3,91,11.27
04/04/2017 16:35 MDT,-4.4,92,9.64
04/04/2017 17:35 MDT,-4.4,91,11.27
04/04/2017 18:35 MDT,-5.6,92,8.03
04/04/2017 19:35 MDT,-6.7,94,8.03
04/04/2017 20:35 MDT,-6.7,95,8.03
04/04/2017 21:35 MDT,-6.7,95,4.83
04/04/2017 22:35 MDT,-6.7,95,9.64
04/04/2017 23:35 MDT,-7.2,94,9.64
04/05/2017 00:35 MDT,-7.8,94,11.27
04/05/2017 01:35 MDT,-7.8,94,9.64
04/05/2017 02:35 MDT,-8.3,93,12.89
04/05/2017 03:35 MDT,-8.9,92,16.09
04/05/2017 04:35 MDT,-9.4,92,9.64
04/05/2017 05:35 MDT,-9.4,91,16.09
04/05/2017 06:35 MDT,-9.4,90,19.33
04/05/2017 07:35 MDT,-8.3,87,16.09
04/05/2017 08:35 MDT,-6.7,84,14.47
04/05/2017 09:35 MDT,-5,80,14.47
04/05/2017 10:35 MDT,-3.9,73,12.89
04/05/2017 11:35 MDT,-2.8,66,14.47
04/05/2017 12:35 MDT,-0.6,64,11.27
04/05/2017 13:35 MDT,1.1,57,16.09
04/05/2017 14:35 MDT,1.7,48,20.92
04/05/2017 15:35 MDT,3.9,35,20.92
04/05/2017 16:35 MDT,3.9,39,17.72
04/05/2017 17:35 MDT,3.9,43,12.89
04/05/2017 18:35 MDT,-1.1,61,11.27
04/05/2017 19:35 MDT,-2.2,69,0
04/05/2017 20:35 MDT,-2.8,72,0
04/05/2017 21:35 MDT,-1.1,64,4.83
04/05/2017 22:35 MDT,0,52,14.47
04/05/2017 23:35 MDT,0,49,11.27
04/06/2017 00:35 MDT,-0.6,48,11.27
04/06/2017 01:35 MDT,-0.6,49,17.72
04/06/2017 02:35 MDT,-0.6,49,17.72
04/06/2017 03:35 MDT,-0.6,50,14.47
04/06/2017 04:35 MDT,-1.1,53,11.27
04/06/2017 05:35 MDT,-1.7,54,9.64
04/06/2017 06:35 MDT,-1.7,56,8.03
04/06/2017 07:35 MDT,0.6,48,14.47
04/06/2017 08:35 MDT,3.9,41,8.03
04/06/2017 09:35 MDT,4.4,40,12.89
04/06/2017 10:35 MDT,6.7,38,9.64
04/06/2017 11:35 MDT,6.1,40,12.89
04/06/2017 12:35 MDT,7.2,40,11.27
04/06/2017 13:35 MDT,7.2,40,16.09
04/06/2017 14:35 MDT,7.2,42,17.72
04/06/2017 15:35 MDT,7.2,41,19.33
04/06/2017 16:35 MDT,6.7,43,19.33
04/06/2017 17:35 MDT,6.1,44,19.33
04/06/2017 18:35 MDT,4.4,50,19.33
04/06/2017 19:35 MDT,2.2,58,17.72
04/06/2017 20:35 MDT,1.1,63,6.44
04/06/2017 21:35 MDT,2.2,54,9.64
04/06/2017 22:35 MDT,2.8,53,11.27
04/06/2017 23:35 MDT,2.8,58,16.09
04/07/2017 00:35 MDT,5,45,12.89
04/07/2017 01:35 MDT,6.1,39,19.33
04/07/2017 02:35 MDT,6.1,38,16.09
04/07/2017 03:35 MDT,6.1,38,17.72
04/07/2017 04:35 MDT,5.6,41,22.53
04/07/2017 05:35 MDT,6.1,35,17.72
04/07/2017 06:35 MDT,6.1,34,14.47
04/07/2017 07:35 MDT,7.2,31,11.27
04/07/2017 08:35 MDT,9.4,28,17.72
04/07/2017 09:35 MDT,11.1,26,19.33
04/07/2017 10:35 MDT,11.7,24,19.33
04/07/2017 11:35 MDT,13.9,24,11.27
04/07/2017 12:35 MDT,14.4,21,17.72
04/07/2017 13:35 MDT,15.6,22,12.89
04/07/2017 14:35 MDT,14.4,23,17.72
04/07/2017 15:35 MDT,15,22,24.12
04/07/2017 16:35 MDT,15.6,22,20.92
04/07/2017 17:35 MDT,13.3,25,30.56
04/07/2017 18:35 MDT,12.2,27,16.09
04/07/2017 19:35 MDT,10.6,31,25.73
04/07/2017 20:35 MDT,8.9,33,25.73
04/07/2017 21:35 MDT,8.3,36,30.56
04/07/2017 22:35 MDT,7.2,39,37.01
04/07/2017 23:35 MDT,7.2,37,35.42
04/08/2017 00:35 MDT,7.2,38,24.12
04/08/2017 01:35 MDT,7.2,37,27.36
04/08/2017 02:35 MDT,7.2,37,22.53
04/08/2017 03:35 MDT,7.2,35,25.73
04/08/2017 04:35 MDT,7.2,35,19.33
04/08/2017 05:35 MDT,7.2,34,22.53
04/08/2017 06:35 MDT,6.7,35,22.53
04/08/2017 07:35 MDT,6.7,37,19.33
04/08/2017 08:35 MDT,7.2,38,12.89
04/08/2017 09:35 MDT,8.9,34,16.09
04/08/2017 10:35 MDT,11.1,29,27.36
04/08/2017 11:35 MDT,12.8,28,16.09
04/08/2017 12:35 MDT,13.3,26,16.09
04/08/2017 13:35 MDT,13.3,26,24.12
04/08/2017 14:35 MDT,13.9,27,20.92
04/08/2017 15:35 MDT,14.4,20,32.19
04/08/2017 16:35 MDT,13.9,21,24.12
04/08/2017 17:35 MDT,11.1,33,22.53
04/08/2017 18:35 MDT,10,31,19.33
04/08/2017 19:35 MDT,8.9,34,14.47
04/08/2017 20:35 MDT,7.2,38,9.64
04/08/2017 21:35 MDT,7.2,29,17.72
04/08/2017 22:35 MDT,6.7,32,16.09
04/08/2017 23:35 MDT,6.1,34,25.73
04/09/2017 00:35 MDT,6.1,30,25.73
04/09/2017 01:35 MDT,5,33,24.12
04/09/2017 02:35 MDT,4.4,36,27.36
04/09/2017 03:35 MDT,3.9,35,27.36
04/09/2017 04:35 MDT,3.9,31,32.19
04/09/2017 05:35 MDT,3.3,30,32.19
04/09/2017 06:35 MDT,2.8,31,17.72
04/09/2017 07:35 MDT,2.2,36,16.09
04/09/2017 08:35 MDT,2.8,40,32.19
04/09/2017 09:35 MDT,4.4,32,20.92
04/09/2017 10:35 MDT,4.4,28,33.8
04/09/2017 11:35 MDT,5,25,30.56
04/09/2017 12:35 MDT,6.1,25,28.98
04/09/2017 13:35 MDT,6.7,23,28.98
04/09/2017 14:35 MDT,6.7,16,30.56
04/09/2017 15:35 MDT,6.7,18,28.98
04/09/2017 16:35 MDT,6.1,17,30.56
04/09/2017 17:35 MDT,5,17,28.98
04/09/2017 18:35 MDT,3.9,17,25.73
04/09/2017 19:35 MDT,1.1,20,20.92
04/09/2017 20:35 MDT,-0.6,25,24.12
04/09/2017 21:35 MDT,-1.7,31,22.53
04/09/2017 22:35 MDT,-2.2,29,33.8
04/09/2017 23:35 MDT,-2.8,29,40.22
04/10/2017 00:35 MDT,-2.8,31,28.98
04/10/2017 01:35 MDT,-3.3,30,35.42
04/10/2017 02:35 MDT,-3.9,31,37.01
04/10/2017 03:35 MDT,-3.9,31,38.62
04/10/2017 04:35 MDT,-3.9,28,32.19
04/10/2017 05:35 MDT,-3.9,27,28.98
04/10/2017 06:35 MDT,-3.9,22,30.56
04/10/2017 07:35 MDT,-2.2,17,19.33
04/10/2017 08:35 MDT,0.6,12,11.27
04/10/2017 09:35 MDT,2.2,16,8.03
04/10/2017 10:35 MDT,3.3,13,9.64
04/10/2017 11:35 MDT,3.3,28,12.89
04/10/2017 12:35 MDT,3.9,28,16.09
04/10/2017 13:35 MDT,4.4,32,19.33
04/10/2017 14:35 MDT,5,28,19.33
04/10/2017 15:35 MDT,5,26,27.36
04/10/2017 16:35 MDT,5.6,25,22.53
04/10/2017 17:35 MDT,4.4,31,20.92
04/10/2017 18:35 MDT,3.3,32,28.98
04/10/2017 19:35 MDT,2.2,34,25.73
04/10/2017 20:35 MDT,1.1,34,16.09
04/10/2017 21:35 MDT,0.6,37,20.92
04/10/2017 22:35 MDT,0,43,9.64
04/10/2017 23:35 MDT,-1.1,46,3.23
04/11/2017 00:35 MDT,-1.7,49,1.63
04/11/2017 01:35 MDT,1.7,28,19.33
04/11/2017 02:35 MDT,1.7,24,19.33
04/11/2017 03:35 MDT,0.6,24,22.53
04/11/2017 04:35 MDT,1.1,20,22.53
04/11/2017 05:35 MDT,1.1,18,24.12
04/11/2017 06:35 MDT,1.1,16,19.33
04/11/2017 07:35 MDT,2.8,14,17.72
04/11/2017 08:35 MDT,5,12,11.27
04/11/2017 09:35 MDT,6.1,12,11.27
04/11/2017 10:35 MDT,7.2,9,14.47
04/11/2017 11:35 MDT,8.3,14,14.47
04/11/2017 12:35 MDT,8.9,14,14.47
04/11/2017 13:35 MDT,8.3,22,17.72
04/11/2017 14:35 MDT,8.3,17,22.53
04/11/2017 15:35 MDT,9.4,16,20.92
04/11/2017 16:35 MDT,9.4,17,16.09
04/11/2017 17:35 MDT,8.3,21,19.33
04/11/2017 18:35 MDT,7.8,30,12.89
04/11/2017 19:35 MDT,6.7,30,16.09
04/11/2017 20:35 MDT,6.7,32,14.47
04/11/2017 21:35 MDT,6.1,35,11.27
04/11/2017 22:35 MDT,7.2,28,9.64
04/11/2017 23:35 MDT,7.8,21,11.27
04/12/2017 00:35 MDT,7.2,23,11.27
04/12/2017 01:35 MDT,7.8,23,11.27
04/12/2017 02:35 MDT,7.8,23,11.27
04/12/2017 03:35 MDT,7.2,24,9.64
04/12/2017 04:35 MDT,7.2,23,12.89
04/12/2017 05:35 MDT,6.7,25,14.47
04/12/2017 06:35 MDT,5.6,27,12.89
04/12/2017 07:35 MDT,6.1,26,14.47
04/12/2017 08:35 MDT,6.7,28,14.47
04/12/2017 09:35 MDT,8.3,28,11.27
04/12/2017 10:35 MDT,10,24,19.33
04/12/2017 11:35 MDT,11.7,23,9.64
04/12/2017 12:35 MDT,11.7,23,3.23
04/12/2017 13:35 MDT,14.4,21,11.27
04/12/2017 14:35 MDT,13.9,21,17.72
04/12/2017 15:35 MDT,13.9,21,11.27
04/12/2017 16:35 MDT,13.9,22,14.47
04/12/2017 17:35 MDT,13.3,22,17.72
04/12/2017 18:35 MDT,12.2,22,12.89
04/12/2017 19:35 MDT,10,25,11.27
04/12/2017 20:35 MDT,8.3,33,17.72
04/12/2017 21:35 MDT,6.7,36,16.09
04/12/2017 22:35 MDT,6.1,41,11.27
04/12/2017 23:35 MDT,5,44,11.27
04/13/2017 00:35 MDT,5,47,8.03
04/13/2017 01:35 MDT,5,52,6.44
04/13/2017 02:35 MDT,5,62,8.03
04/13/2017 03:35 MDT,3.9,67,3.23
04/13/2017 04:35 MDT,4.4,72,12.89
04/13/2017 05:35 MDT,5.6,65,11.27
04/13/2017 06:35 MDT,6.1,55,12.89
04/13/2017 07:35 MDT,7.8,50,16.09
04/13/2017 08:35 MDT,10.6,44,12.89
04/13/2017 09:35 MDT,11.1,38,17.72
04/13/2017 10:35 MDT,11.7,38,19.33
04/13/2017 11:35 MDT,12.2,36,24.12
04/13/2017 12:35 MDT,12.8,34,24.12
04/13/2017 13:35 MDT,12.8,31,24.12
04/13/2017 14:35 MDT,12.8,36,24.12
04/13/2017 15:35 MDT,13.3,35,20.92
04/13/2017 16:35 MDT,13.3,34,22.53
04/13/2017 17:35 MDT,11.7,36,25.73
04/13/2017 18:35 MDT,10.6,40,20.92
04/13/2017 19:35 MDT,9.4,47,20.92
04/13/2017 20:35 MDT,8.3,50,16.09
04/13/2017 21:35 MDT,6.7,75,24.12
04/13/2017 22:35 MDT,5.6,95,12.89
04/13/2017 23:35 MDT,7.8,62,22.53
04/14/2017 00:35 MDT,8.3,47,9.64
04/14/2017 01:35 MDT,9.4,29,11.27
04/14/2017 02:35 MDT,9.4,25,9.64
04/14/2017 03:35 MDT,8.3,24,3.23
04/14/2017 04:35 MDT,8.9,22,17.72
04/14/2017 05:35 MDT,8.3,21,14.47
04/14/2017 06:35 MDT,8.3,21,16.09
04/14/2017 07:35 MDT,10,17,12.89
04/14/2017 08:35 MDT,11.7,14,11.27
04/14/2017 09:35 MDT,12.2,14,14.47
04/14/2017 10:35 MDT,13.3,11,19.33
04/14/2017 11:35 MDT,14.4,11,17.72
04/14/2017 12:35 MDT,15,10,19.33
04/14/2017 13:35 MDT,16.7,11,11.27
04/14/2017 14:35 MDT,16.7,8,17.72
04/14/2017 15:35 MDT,17.8,6,16.09
04/14/2017 16:35 MDT,15.6,8,16.09
04/14/2017 17:35 MDT,17.2,8,17.72
04/14/2017 18:35 MDT,15,9,27.36
04/14/2017 19:35 MDT,12.8,11,16.09
04/14/2017 20:35 MDT,11.1,12,17.72
04/14/2017 21:35 MDT,9.4,13,20.92
04/14/2017 22:35 MDT,8.9,12,16.09
04/14/2017 23:35 MDT,8.3,11,16.09
04/15/2017 00:35 MDT,7.8,11,17.72
04/15/2017 01:35 MDT,7.2,13,12.89
04/15/2017 02:35 MDT,7.2,13,11.27
04/15/2017 03:35 MDT,6.1,15,4.83
04/15/2017 04:35 MDT,6.7,16,14.47
04/15/2017 05:35 MDT,6.1,18,9.64
04/15/2017 06:35 MDT,6.1,19,11.27
04/15/2017 07:35 MDT,7.8,19,12.89
04/15/2017 08:35 MDT,9.4,19,11.27
04/15/2017 09:35 MDT,10.6,20,8.03
04/15/2017 10:35 MDT,11.1,24,11.27
04/15/2017 11:35 MDT,10,51,19.33
04/15/2017 12:35 MDT,11.1,50,20.92
04/15/2017 13:35 MDT,10.6,45,11.27
04/15/2017 14:35 MDT,11.1,35,11.27
04/15/2017 15:35 MDT,12.8,28,11.27
04/15/2017 16:35 MDT,11.1,41,14.47
04/15/2017 17:35 MDT,9.4,47,20.92
04/15/2017 18:35 MDT,8.9,47,11.27
04/15/2017 19:35 MDT,7.8,53,3.23
04/15/2017 20:35 MDT,6.1,61,8.03
04/15/2017 21:35 MDT,5.6,64,6.44
04/15/2017 22:35 MDT,5.6,66,14.47
04/15/2017 23:35 MDT,5,69,9.64
04/16/2017 00:35 MDT,5,65,9.64
04/16/2017 01:35 MDT,5.6,50,8.03
04/16/2017 02:35 MDT,2.8,62,4.83
04/16/2017 03:35 MDT,2.2,58,16.09
04/16/2017 04:35 MDT,1.7,56,17.72
04/16/2017 05:35 MDT,0.6,55,19.33
04/16/2017 06:35 MDT,0,54,22.53
04/16/2017 07:35 MDT,1.1,51,24.12
04/16/2017 08:35 MDT,3.3,44,20.92
04/16/2017 09:35 MDT,3.9,48,22.53
04/16/2017 10:35 MDT,6.1,50,19.33
04/16/2017 11:35 MDT,7.8,47,16.09
04/16/2017 12:35 MDT,8.3,46,19.33
04/16/2017 13:35 MDT,9.4,43,20.92
04/16/2017 14:35 MDT,11.1,39,17.72
04/16/2017 15:35 MDT,11.1,38,24.12
04/16/2017 16:35 MDT,10,44,19.33
04/16/2017 17:35 MDT,8.9,50,22.53
04/16/2017 18:35 MDT,7.8,59,17.72
04/16/2017 19:35 MDT,6.7,66,17.72
04/16/2017 20:35 MDT,6.1,73,17.72
04/16/2017 21:35 MDT,5,82,20.92
04/16/2017 22:35 MDT,3.9,98,14.47
04/16/2017 23:35 MDT,3.3,100,1.63
04/17/2017 00:35 MDT,2.2,100,4.83
04/17/2017 01:35 MDT,3.3,90,4.83
04/17/2017 02:35 MDT,3.3,85,6.44
04/17/2017 03:35 MDT,3.3,81,4.83
04/17/2017 04:35 MDT,3.9,79,4.83
04/17/2017 05:35 MDT,2.8,84,4.83
04/17/2017 06:35 MDT,3.3,81,6.44
04/17/2017 07:35 MDT,5.6,71,0
04/17/2017 08:35 MDT,8.9,60,3.23
04/17/2017 09:35 MDT,11.7,26,4.83
04/17/2017 10:35 MDT,11.7,21,14.47
04/17/2017 11:35 MDT,12.8,17,19.33
04/17/2017 12:35 MDT,13.9,20,14.47
04/17/2017 13:35 MDT,14.4,21,20.92
04/17/2017 14:35 MDT,14.4,16,24.12
04/17/2017 15:35 MDT,13.3,18,20.92
04/17/2017 16:35 MDT,14.4,17,17.72
04/17/2017 17:35 MDT,14.4,19,14.47
04/17/2017 18:35 MDT,12.2,40,11.27
04/17/2017 19:35 MDT,10,54,17.72
04/17/2017 20:35 MDT,10.6,38,12.89
04/17/2017 21:35 MDT,9.4,37,16.09
04/17/2017 22:35 MDT,8.9,31,17.72
04/17/2017 23:35 MDT,8.3,28,17.72
04/18/2017 00:35 MDT,8.3,26,19.33
04/18/2017 01:35 MDT,7.8,25,25.73
04/18/2017 02:35 MDT,7.2,26,12.89
04/18/2017 03:35 MDT,6.7,28,3.23
04/18/2017 04:35 MDT,7.8,26,8.03
04/18/2017 05:35 MDT,7.8,27,12.89
04/18/2017 06:35 MDT,7.8,28,9.64
04/18/2017 07:35 MDT,8.9,30,16.09
04/18/2017 08:35 MDT,10.6,28,16.09
04/18/2017 09:35 MDT,12.8,25,8.03
04/18/2017 10:35 MDT,10.6,35,17.72
04/18/2017 11:35 MDT,10,39,17.72
04/18/2017 12:35 MDT,11.7,37,17.72
04/18/2017 13:35 MDT,12.2,38,24.12
04/18/2017 14:35 MDT,12.8,35,24.12
04/18/2017 15:35 MDT,13.3,34,24.12
04/18/2017 16:35 MDT,13.9,35,22.53
04/18/2017 17:35 MDT,13.3,36,14.47
04/18/2017 18:35 MDT,11.7,40,19.33
04/18/2017 19:35 MDT,10.6,43,17.72
04/18/2017 20:35 MDT,10,44,16.09
04/18/2017 21:35 MDT,9.4,46,19.33
04/18/2017 22:35 MDT,9.4,45,11.27
04/18/2017 23:35 MDT,11.1,26,17.72
04/19/2017 00:35 MDT,10.6,27,22.53
04/19/2017 01:35 MDT,10,25,25.73
04/19/2017 02:35 MDT,9.4,27,25.73
04/19/2017 03:35 MDT,8.3,27,37.01
04/19/2017 04:35 MDT,8.3,30,41.83
04/19/2017 05:35 MDT,7.8,32,37.01
04/19/2017 06:35 MDT,7.2,35,33.8
04/19/2017 07:35 MDT,7.8,39,37.01
04/19/2017 08:35 MDT,8.3,40,41.83
04/19/2017 09:35 MDT,10,34,43.45
04/19/2017 10:35 MDT,10.6,35,41.83
04/19/2017 11:35 MDT,11.1,34,25.73
04/19/2017 12:35 MDT,12.8,29,24.12
04/19/2017 13:35 MDT,12.2,28,32.19
04/19/2017 14:35 MDT,12.2,24,25.73
04/19/2017 15:35 MDT,13.3,23,22.53
04/19/2017 16:35 MDT,12.8,24,14.47
04/19/2017 17:35 MDT,12.8,22,19.33
04/19/2017 18:35 MDT,13.3,21,19.33
04/19/2017 19:35 MDT,10.6,25,17.72
04/19/2017 20:35 MDT,3.3,63,8.03
04/19/2017 21:35 MDT,2.2,70,6.44
04/19/2017 22:35 MDT,2.2,70,1.63
04/19/2017 23:35 MDT,1.7,73,1.63
04/20/2017 00:35 MDT,1.1,74,3.23
04/20/2017 01:35 MDT,0,79,3.23
04/20/2017 02:35 MDT,-0.6,85,0
04/20/2017 03:35 MDT,-0.6,85,6.44
04/20/2017 04:35 MDT,-1.1,89,4.83
04/20/2017 05:35 MDT,-1.7,88,4.83
04/20/2017 06:35 MDT,-1.7,90,3.23
04/20/2017 07:35 MDT,0,87,9.64
04/20/2017 08:35 MDT,1.1,80,12.89
04/20/2017 09:35 MDT,1.7,79,17.72
04/20/2017 10:35 MDT,3.3,73,20.92
04/20/2017 11:35 MDT,5,66,22.53
04/20/2017 12:35 MDT,4.4,65,25.73
04/20/2017 13:35 MDT,3.9,64,30.56
04/20/2017 14:35 MDT,5,59,28.98
04/20/2017 15:35 MDT,3.3,62,24.12
04/20/2017 16:35 MDT,0,94,14.47
04/20/2017 17:35 MDT,0,97,12.89
04/20/2017 18:35 MDT,-1.1,100,14.47
04/20/2017 19:35 MDT,-0.6,100,19.33
04/20/2017 20:35 MDT,-0.6,100,11.27
04/20/2017 21:35 MDT,-0.6,100,14.47
04/20/2017 22:35 MDT,-1.1,100,12.89
04/20/2017 23:35 MDT,-1.7,100,12.89
04/21/2017 00:35 MDT,-1.7,100,9.64
04/21/2017 01:35 MDT,-1.1,100,14.47
04/21/2017 02:35 MDT,-2.2,100,12.89
04/21/2017 03:35 MDT,-1.7,100,12.89
04/21/2017 04:35 MDT,-2.8,100,12.89
04/21/2017 05:35 MDT,-2.8,100,1.63
04/21/2017 06:35 MDT,-2.8,93,11.27
04/21/2017 07:35 MDT,-1.7,83,12.89
04/21/2017 08:35 MDT,0,73,14.47
04/21/2017 09:35 MDT,1.7,64,12.89
04/21/2017 10:35 MDT,2.8,55,17.72
04/21/2017 11:35 MDT,2.2,72,4.83
04/21/2017 12:35 MDT,1.1,82,6.44
04/21/2017 13:35 MDT,-1.1,94,9.64
04/21/2017 14:35 MDT,-1.1,91,17.72
04/21/2017 15:35 MDT,0,90,12.89
04/21/2017 16:35 MDT,-2.2,98,14.47
04/21/2017 17:35 MDT,-2.8,98,19.33
04/21/2017 18:35 MDT,-2.8,100,20.92
04/21/2017 19:35 MDT,-3.3,99,17.72
04/21/2017 20:35 MDT,-3.3,94,11.27
04/21/2017 21:35 MDT,-3.9,95,11.27
04/21/2017 22:35 MDT,-3.3,94,6.44
04/21/2017 23:35 MDT,-3.9,99,6.44
04/22/2017 00:35 MDT,-3.9,98,3.23
04/22/2017 01:35 MDT,-3.9,98,6.44
04/22/2017 02:35 MDT,-3.3,95,0
04/22/2017 03:35 MDT,-3.3,95,4.83
04/22/2017 04:35 MDT,-3.9,95,1.63
04/22/2017 05:35 MDT,-4.4,90,4.83
04/22/2017 06:35 MDT,-4.4,96,0
04/22/2017 07:35 MDT,-3.9,96,6.44
04/22/2017 08:35 MDT,-3.3,89,8.03
04/22/2017 09:35 MDT,-2.2,89,8.03
04/22/2017 10:35 MDT,-1.1,83,11.27
04/22/2017 11:35 MDT,-2.2,90,9.64
04/22/2017 12:35 MDT,0,84,8.03
04/22/2017 13:35 MDT,0.6,85,6.44
04/22/2017 14:35 MDT,2.8,75,8.03
04/22/2017 15:35 MDT,2.8,73,9.64
04/22/2017 16:35 MDT,1.7,78,8.03
04/22/2017 17:35 MDT,2.8,72,11.27
04/22/2017 18:35 MDT,1.1,78,14.47
04/22/2017 19:35 MDT,0,85,12.89
04/22/2017 20:35 MDT,-1.1,97,17.72
04/22/2017 21:35 MDT,-1.1,99,12.89
04/22/2017 22:35 MDT,-1.1,93,12.89
04/22/2017 23:35 MDT,-1.7,91,3.23
04/23/2017 00:35 MDT,-2.2,90,3.23
04/23/2017 01:35 MDT,-2.2,82,0
04/23/2017 02:35 MDT,-2.2,80,3.23
04/23/2017 03:35 MDT,2.8,48,19.33
04/23/2017 04:35 MDT,3.9,41,19.33
04/23/2017 05:35 MDT,4.4,35,20.92
04/23/2017 06:35 MDT,4.4,35,24.12
04/23/2017 07:35 MDT,5.6,30,28.98
04/23/2017 08:35 MDT,6.7,28,12.89
04/23/2017 09:35 MDT,8.3,22,24.12
04/23/2017 10:35 MDT,10.6,17,20.92
04/23/2017 11:35 MDT,13.9,17,22.53
04/23/2017 12:35 MDT,14.4,20,14.47
04/23/2017 13:35 MDT,15.6,20,12.89
04/23/2017 14:35 MDT,15,25,16.09
04/23/2017 15:35 MDT,14.4,28,17.72
04/23/2017 16:35 MDT,14.4,33,9.64
04/23/2017 17:35 MDT,12.2,38,12.89
04/23/2017 18:35 MDT,12.2,37,9.64
04/23/2017 19:35 MDT,10.6,39,12.89
04/23/2017 20:35 MDT,9.4,37,11.27
04/23/2017 21:35 MDT,11.1,22,20.92
04/23/2017 22:35 MDT,9.4,25,25.73
04/23/2017 23:35 MDT,9.4,24,20.92
04/24/2017 00:35 MDT,9.4,24,20.92
04/24/2017 01:35 MDT,10,24,22.53
04/24/2017 02:35 MDT,9.4,24,24.12
04/24/2017 03:35 MDT,7.2,31,28.98
04/24/2017 04:35 MDT,5.6,45,37.01
