dateTime,temp_c,rh,windSpeed_kmh
04/24/2017 05:35 MDT,4.4,52,30.56
04/24/2017 06:35 MDT,5.6,41,32.19
04/24/2017 07:35 MDT,5.6,40,27.36
04/24/2017 08:35 MDT,7.8,34,25.73
04/24/2017 09:35 MDT,9.4,26,22.53
04/24/2017 10:35 MDT,10,18,35.42
04/24/2017 11:35 MDT,11.1,18,27.36
04/24/2017 12:35 MDT,11.1,20,25.73
04/24/2017 13:35 MDT,11.7,24,14.47
04/24/2017 14:35 MDT,11.1,23,27.36
04/24/2017 15:35 MDT,11.1,25,24.12
04/24/2017 16:35 MDT,10.6,27,17.72
04/24/2017 17:35 MDT,12.2,26,19.33
04/24/2017 18:35 MDT,8.9,32,20.92
04/24/2017 19:35 MDT,7.2,38,22.53
04/24/2017 20:35 MDT,6.7,42,9.64
04/24/2017 21:35 MDT,5.6,46,9.64
04/24/2017 22:35 MDT,5.6,45,14.47
04/24/2017 23:35 MDT,5,46,6.44
04/25/2017 00:35 MDT,5,47,16.09
04/25/2017 01:35 MDT,3.9,52,14.47
04/25/2017 02:35 MDT,3.3,56,14.47
04/25/2017 03:35 MDT,-1.7,95,33.8
04/25/2017 04:35 MDT,-1.7,86,25.73
04/25/2017 05:35 MDT,-0.6,62,40.22
04/25/2017 06:35 MDT,-0.6,49,35.42
04/25/2017 07:35 MDT,0,47,9.64
04/25/2017 08:35 MDT,1.1,39,19.33
04/25/2017 09:35 MDT,3.9,33,17.72
04/25/2017 10:35 MDT,4.4,35,17.72
04/25/2017 11:35 MDT,4.4,32,20.92
04/25/2017 12:35 MDT,3.9,65,14.47
04/25/2017 13:35 MDT,4.4,52,8.03
04/25/2017 14:35 MDT,0.6,80,11.27
04/25/2017 15:35 MDT,-1.7,89,6.44
04/25/2017 16:35 MDT,-0.6,94,4.83
04/25/2017 17:35 MDT,-0.6,92,4.83
04/25/2017 18:35 MDT,-2.2,98,4.83
04/25/2017 19:35 MDT,-2.8,99,4.83
04/25/2017 20:35 MDT,-3.3,99,6.44
04/25/2017 21:35 MDT,-2.8,100,6.44
04/25/2017 22:35 MDT,-3.3,99,11.27
04/25/2017 23:35 MDT,-4.4,99,11.27
04/26/2017 00:35 MDT,-5,98,11.27
04/26/2017 01:35 MDT,-5,98,14.47
04/26/2017 02:35 MDT,-5,98,17.72
04/26/2017 03:35 MDT,-5,95,16.09
04/26/2017 04:35 MDT,-5,91,17.72
04/26/2017 05:35 MDT,-5,85,17.72
04/26/2017 06:35 MDT,-4.4,79,12.89
04/26/2017 07:35 MDT,-2.8,68,16.09
04/26/2017 08:35 MDT,-0.6,61,12.89
04/26/2017 09:35 MDT,1.1,54,17.72
04/26/2017 10:35 MDT,3.3,44,9.64
04/26/2017 11:35 MDT,2.2,40,12.89
04/26/2017 12:35 MDT,1.7,78,11.27
04/26/2017 13:35 MDT,2.8,68,9.64
04/26/2017 14:35 MDT,1.1,81,12.89
04/26/2017 15:35 MDT,1.7,76,12.89
04/26/2017 16:35 MDT,1.1,79,11.27
04/26/2017 17:35 MDT,1.7,71,11.27
04/26/2017 18:35 MDT,0.6,76,16.09
04/26/2017 19:35 MDT,1.7,58,9.64
04/26/2017 20:35 MDT,0,75,4.83
04/26/2017 21:35 MDT,1.1,61,9.64
04/26/2017 22:35 MDT,0.6,62,8.03
04/26/2017 23:35 MDT,0.6,64,9.64
04/27/2017 00:35 MDT,0.6,56,9.64
04/27/2017 01:35 MDT,0,54,6.44
04/27/2017 02:35 MDT,0,53,9.64
04/27/2017 03:35 MDT,1.1,53,22.53
04/27/2017 04:35 MDT,0.6,58,19.33
04/27/2017 05:35 MDT,0.6,58,20.92
04/27/2017 06:35 MDT,0.6,61,24.12
04/27/2017 07:35 MDT,1.1,58,11.27
04/27/2017 08:35 MDT,2.2,54,11.27
04/27/2017 09:35 MDT,1.1,67,11.27
04/27/2017 10:35 MDT,3.3,57,17.72
04/27/2017 11:35 MDT,4.4,51,12.89
04/27/2017 12:35 MDT,5.6,36,22.53
04/27/2017 13:35 MDT,6.1,35,17.72
04/27/2017 14:35 MDT,1.7,83,12.89
04/27/2017 15:35 MDT,1.1,82,6.44
04/27/2017 16:35 MDT,1.7,68,16.09
04/27/2017 17:35 MDT,1.7,55,24.12
04/27/2017 18:35 MDT,2.8,64,12.89
04/27/2017 19:35 MDT,1.1,39,22.53
04/27/2017 20:35 MDT,-1.1,49,17.72
04/27/2017 21:35 MDT,-2.2,54,17.72
04/27/2017 22:35 MDT,-2.2,50,14.47
04/27/2017 23:35 MDT,-3.3,56,12.89
04/28/2017 00:35 MDT,-3.3,62,17.72
04/28/2017 01:35 MDT,-3.9,61,22.53
04/28/2017 02:35 MDT,-4.4,63,25.73
04/28/2017 03:35 MDT,-3.9,49,17.72
04/28/2017 04:35 MDT,-4.4,42,20.92
04/28/2017 05:35 MDT,-5,44,22.53
04/28/2017 06:35 MDT,-5,45,24.12
04/28/2017 07:35 MDT,-3.9,41,27.36
04/28/2017 08:35 MDT,-2.8,38,28.98
04/28/2017 09:35 MDT,-1.7,34,25.73
04/28/2017 10:35 MDT,0,29,16.09
04/28/2017 11:35 MDT,1.1,24,11.27
04/28/2017 12:35 MDT,2.2,28,8.03
04/28/2017 13:35 MDT,0.6,30,9.64
04/28/2017 14:35 MDT,0,41,12.89
04/28/2017 15:35 MDT,-0.6,48,6.44
04/28/2017 16:35 MDT,-2.8,76,6.44
04/28/2017 17:35 MDT,-3.3,88,6.44
04/28/2017 18:35 MDT,-3.9,94,11.27
04/28/2017 19:35 MDT,-4.4,96,8.03
04/28/2017 20:35 MDT,-5.6,96,14.47
04/28/2017 21:35 MDT,-6.1,95,12.89
04/28/2017 22:35 MDT,-7.2,93,9.64
04/28/2017 23:35 MDT,-8.3,92,9.64
04/29/2017 00:35 MDT,-8.3,92,8.03
04/29/2017 01:35 MDT,-8.9,91,12.89
04/29/2017 02:35 MDT,-9.4,91,8.03
04/29/2017 03:35 MDT,-9.4,91,9.64
04/29/2017 04:35 MDT,-9.4,91,11.27
04/29/2017 05:35 MDT,-9.4,91,4.83
04/29/2017 06:35 MDT,-9.4,91,4.83
04/29/2017 07:35 MDT,-9.4,90,9.64
04/29/2017 08:35 MDT,-8.3,90,9.64
04/29/2017 09:35 MDT,-7.2,90,9.64
04/29/2017 10:35 MDT,-6.7,89,14.47
04/29/2017 11:35 MDT,-6.7,88,16.09
04/29/2017 12:35 MDT,-6.7,88,16.09
04/29/2017 13:35 MDT,-6.7,88,19.33
04/29/2017 14:35 MDT,-6.7,87,24.12
04/29/2017 15:35 MDT,-6.7,87,22.53
04/29/2017 16:35 MDT,-7.2,87,22.53
04/29/2017 17:35 MDT,-8.3,88,22.53
04/29/2017 18:35 MDT,-8.9,89,20.92
04/29/2017 19:35 MDT,-8.9,90,19.33
04/29/2017 20:35 MDT,-9.4,91,19.33
04/29/2017 21:35 MDT,-9.4,90,20.92
04/29/2017 22:35 MDT,-9.4,90,27.36
04/29/2017 23:35 MDT,-9.4,90,27.36
04/30/2017 00:35 MDT,-10,90,22.53
04/30/2017 01:35 MDT,-10.6,89,17.72
04/30/2017 02:35 MDT,-11.1,84,27.36
04/30/2017 03:35 MDT,-11.1,82,27.36
04/30/2017 04:35 MDT,-10.6,83,25.73
04/30/2017 05:35 MDT,-10.6,84,32.19
04/30/2017 06:35 MDT,-10,78,28.98
04/30/2017 07:35 MDT,-8.3,70,32.19
04/30/2017 08:35 MDT,-6.7,66,25.73
04/30/2017 09:35 MDT,-3.9,55,28.98
04/30/2017 10:35 MDT,-1.7,40,28.98
04/30/2017 11:35 MDT,0.6,35,33.8
04/30/2017 12:35 MDT,1.7,33,35.42
04/30/2017 13:35 MDT,2.8,34,30.56
04/30/2017 14:35 MDT,4.4,29,30.56
04/30/2017 15:35 MDT,5,29,30.56
04/30/2017 16:35 MDT,5.6,27,28.98
04/30/2017 17:35 MDT,5.6,32,24.12
04/30/2017 18:35 MDT,5.6,36,16.09
04/30/2017 19:35 MDT,2.2,41,22.53
04/30/2017 20:35 MDT,1.1,45,17.72
04/30/2017 21:35 MDT,0,51,20.92
04/30/2017 22:35 MDT,0,53,25.73
04/30/2017 23:35 MDT,0,56,28.98
05/01/2017 00:35 MDT,0,60,30.56
05/01/2017 01:35 MDT,-0.6,59,28.98
05/01/2017 02:35 MDT,-0.6,58,28.98
05/01/2017 03:35 MDT,-0.6,60,25.73
05/01/2017 04:35 MDT,-0.6,60,20.92
05/01/2017 05:35 MDT,-0.6,64,19.33
05/01/2017 06:35 MDT,0,60,17.72
05/01/2017 07:35 MDT,1.7,52,17.72
05/01/2017 08:35 MDT,3.9,42,17.72
05/01/2017 09:35 MDT,5.6,36,19.33
05/01/2017 10:35 MDT,7.2,32,14.47
05/01/2017 11:35 MDT,6.7,33,9.64
05/01/2017 12:35 MDT,9.4,28,14.47
05/01/2017 13:35 MDT,7.8,28,16.09
05/01/2017 14:35 MDT,11.1,27,14.47
05/01/2017 15:35 MDT,11.7,28,16.09
05/01/2017 16:35 MDT,10.6,32,6.44
05/01/2017 17:35 MDT,7.8,40,12.89
05/01/2017 18:35 MDT,7.2,46,6.44
05/01/2017 19:35 MDT,6.1,51,1.63
05/01/2017 20:35 MDT,5,53,0
05/01/2017 21:35 MDT,4.4,58,0
05/01/2017 22:35 MDT,3.9,49,0
05/01/2017 23:35 MDT,2.8,61,6.44
05/02/2017 00:35 MDT,1.1,77,1.63
05/02/2017 01:35 MDT,0,93,12.89
05/02/2017 02:35 MDT,-0.6,94,8.03
05/02/2017 03:35 MDT,-0.6,100,11.27
05/02/2017 04:35 MDT,-1.7,100,9.64
05/02/2017 05:35 MDT,-1.7,100,12.89
05/02/2017 06:35 MDT,-1.7,100,6.44
05/02/2017 07:35 MDT,-1.1,100,1.63
05/02/2017 08:35 MDT,3.3,72,12.89
05/02/2017 09:35 MDT,5.6,75,4.83
05/02/2017 10:35 MDT,8.3,56,8.03
05/02/2017 11:35 MDT,7.8,48,11.27
05/02/2017 12:35 MDT,4.4,68,16.09
05/02/2017 13:35 MDT,2.2,86,6.44
05/02/2017 14:35 MDT,2.8,94,0
05/02/2017 15:35 MDT,2.8,92,8.03
05/02/2017 16:35 MDT,2.2,89,16.09
05/02/2017 17:35 MDT,2.8,92,6.44
05/02/2017 18:35 MDT,0.6,98,8.03
05/02/2017 19:35 MDT,1.1,93,9.64
05/02/2017 20:35 MDT,0,100,6.44
05/02/2017 21:35 MDT,0,100,4.83
05/02/2017 22:35 MDT,0,100,6.44
05/02/2017 23:35 MDT,-0.6,100,8.03
05/03/2017 00:35 MDT,-0.6,100,8.03
05/03/2017 01:35 MDT,-0.6,94,6.44
05/03/2017 02:35 MDT,-0.6,96,9.64
05/03/2017 03:35 MDT,-1.7,98,9.64
05/03/2017 04:35 MDT,-1.7,100,8.03
05/03/2017 05:35 MDT,-2.2,100,4.83
05/03/2017 06:35 MDT,-2.2,100,8.03
05/03/2017 07:35 MDT,-1.1,97,11.27
05/03/2017 08:35 MDT,0,91,11.27
05/03/2017 09:35 MDT,0.6,88,14.47
05/03/2017 10:35 MDT,-1.7,91,12.89
05/03/2017 11:35 MDT,-1.1,88,11.27
05/03/2017 12:35 MDT,0,84,11.27
05/03/2017 13:35 MDT,0.6,82,11.27
05/03/2017 14:35 MDT,2.8,77,12.89
05/03/2017 15:35 MDT,2.8,71,17.72
05/03/2017 16:35 MDT,5,62,12.89
05/03/2017 17:35 MDT,3.9,67,9.64
05/03/2017 18:35 MDT,2.8,73,6.44
05/03/2017 19:35 MDT,1.7,73,6.44
05/03/2017 20:35 MDT,-1.1,86,1.63
05/03/2017 21:35 MDT,-1.1,85,4.83
05/03/2017 22:35 MDT,-0.6,84,8.03
05/03/2017 23:35 MDT,-1.1,85,4.83
05/04/2017 00:35 MDT,-1.7,87,3.23
05/04/2017 01:35 MDT,1.1,61,9.64
05/04/2017 02:35 MDT,1.7,55,12.89
05/04/2017 03:35 MDT,1.7,46,12.89
05/04/2017 04:35 MDT,2.8,39,16.09
05/04/2017 05:35 MDT,2.8,36,16.09
05/04/2017 06:35 MDT,3.3,34,11.27
05/04/2017 07:35 MDT,6.1,31,8.03
05/04/2017 08:35 MDT,8.3,27,16.09
05/04/2017 09:35 MDT,10,26,12.89
05/04/2017 10:35 MDT,10.6,33,12.89
05/04/2017 11:35 MDT,11.7,32,8.03
05/04/2017 12:35 MDT,11.7,32,11.27
05/04/2017 13:35 MDT,12.2,33,9.64
05/04/2017 14:35 MDT,12.8,32,11.27
05/04/2017 15:35 MDT,12.8,33,12.89
05/04/2017 16:35 MDT,12.8,33,8.03
05/04/2017 17:35 MDT,12.2,36,9.64
05/04/2017 18:35 MDT,11.1,39,11.27
05/04/2017 19:35 MDT,10,43,8.03
05/04/2017 20:35 MDT,7.8,51,9.64
05/04/2017 21:35 MDT,7.2,54,14.47
05/04/2017 22:35 MDT,5.6,61,4.83
05/04/2017 23:35 MDT,5.6,61,9.64
05/05/2017 00:35 MDT,5,61,11.27
05/05/2017 01:35 MDT,5,62,11.27
05/05/2017 02:35 MDT,5,55,1.63
05/05/2017 03:35 MDT,6.1,48,4.83
05/05/2017 04:35 MDT,5.6,51,6.44
05/05/2017 05:35 MDT,5.6,50,4.83
05/05/2017 06:35 MDT,6.7,48,4.83
05/05/2017 07:35 MDT,10,39,4.83
05/05/2017 08:35 MDT,11.7,36,9.64
05/05/2017 09:35 MDT,13.9,34,6.44
05/05/2017 10:35 MDT,13.9,37,12.89
05/05/2017 11:35 MDT,13.9,36,12.89
05/05/2017 12:35 MDT,14.4,34,12.89
05/05/2017 13:35 MDT,15.6,32,8.03
05/05/2017 14:35 MDT,15.6,31,12.89
05/05/2017 15:35 MDT,15.6,33,17.72
05/05/2017 16:35 MDT,15.6,31,11.27
05/05/2017 17:35 MDT,15,33,12.89
05/05/2017 18:35 MDT,13.9,34,16.09
05/05/2017 19:35 MDT,12.8,39,9.64
05/05/2017 20:35 MDT,11.1,43,11.27
05/05/2017 21:35 MDT,9.4,50,17.72
05/05/2017 22:35 MDT,9.4,49,9.64
05/05/2017 23:35 MDT,9.4,47,8.03
05/06/2017 00:35 MDT,9.4,45,9.64
05/06/2017 01:35 MDT,10,41,8.03
05/06/2017 02:35 MDT,10,42,4.83
05/06/2017 03:35 MDT,10,42,9.64
05/06/2017 04:35 MDT,9.4,43,4.83
05/06/2017 05:35 MDT,7.2,51,6.44
05/06/2017 06:35 MDT,8.9,47,3.23
05/06/2017 07:35 MDT,12.2,42,0
05/06/2017 08:35 MDT,14.4,38,4.83
05/06/2017 09:35 MDT,17.8,22,6.44
05/06/2017 10:35 MDT,18.3,17,11.27
05/06/2017 11:35 MDT,18.3,22,12.89
05/06/2017 12:35 MDT,17.8,20,17.72
05/06/2017 13:35 MDT,16.7,33,20.92
05/06/2017 14:35 MDT,15,34,17.72
05/06/2017 15:35 MDT,15,30,16.09
05/06/2017 16:35 MDT,12.8,32,14.47
05/06/2017 17:35 MDT,16.7,25,14.47
05/06/2017 18:35 MDT,13.3,34,19.33
05/06/2017 19:35 MDT,11.1,42,14.47
05/06/2017 20:35 MDT,10,58,8.03
05/06/2017 21:35 MDT,10,55,6.44
05/06/2017 22:35 MDT,11.7,37,11.27
05/06/2017 23:35 MDT,10,47,19.33
05/07/2017 00:35 MDT,11.7,40,17.72
05/07/2017 01:35 MDT,10,49,12.89
05/07/2017 02:35 MDT,11.1,38,14.47
05/07/2017 03:35 MDT,10,45,12.89
05/07/2017 04:35 MDT,10,46,11.27
05/07/2017 05:35 MDT,8.9,50,16.09
05/07/2017 06:35 MDT,8.9,51,14.47
05/07/2017 07:35 MDT,9.4,51,6.44
05/07/2017 08:35 MDT,12.2,42,14.47
05/07/2017 09:35 MDT,13.9,38,9.64
05/07/2017 10:35 MDT,15.6,36,12.89
05/07/2017 11:35 MDT,14.4,38,11.27
05/07/2017 12:35 MDT,15,37,14.47
05/07/2017 13:35 MDT,16.7,30,11.27
05/07/2017 14:35 MDT,10.6,52,22.53
05/07/2017 15:35 MDT,9.4,54,17.72
05/07/2017 16:35 MDT,11.1,53,9.64
05/07/2017 17:35 MDT,11.7,46,22.53
05/07/2017 18:35 MDT,10,54,12.89
05/07/2017 19:35 MDT,9.4,57,9.64
05/07/2017 20:35 MDT,8.9,60,9.64
05/07/2017 21:35 MDT,7.2,65,8.03
05/07/2017 22:35 MDT,9.4,46,12.89
05/07/2017 23:35 MDT,7.8,63,9.64
05/08/2017 00:35 MDT,8.3,61,16.09
05/08/2017 01:35 MDT,7.2,69,11.27
05/08/2017 02:35 MDT,6.1,77,14.47
05/08/2017 03:35 MDT,6.7,75,14.47
05/08/2017 04:35 MDT,5,83,4.83
05/08/2017 05:35 MDT,6.1,81,9.64
05/08/2017 06:35 MDT,6.1,72,3.23
05/08/2017 07:35 MDT,9.4,54,1.63
05/08/2017 08:35 MDT,13.9,40,3.23
05/08/2017 09:35 MDT,15,21,19.33
05/08/2017 10:35 MDT,15.6,26,14.47
05/08/2017 11:35 MDT,16.1,26,19.33
05/08/2017 12:35 MDT,14.4,44,17.72
05/08/2017 13:35 MDT,12.2,54,16.09
05/08/2017 14:35 MDT,11.7,58,12.89
05/08/2017 15:35 MDT,10.6,66,3.23
05/08/2017 16:35 MDT,9.4,65,20.92
05/08/2017 17:35 MDT,8.3,56,19.33
05/08/2017 18:35 MDT,3.9,84,11.27
05/08/2017 19:35 MDT,3.3,94,4.83
05/08/2017 20:35 MDT,4.4,88,12.89
05/08/2017 21:35 MDT,3.9,88,4.83
05/08/2017 22:35 MDT,4.4,85,3.23
05/08/2017 23:35 MDT,4.4,89,6.44
05/09/2017 00:35 MDT,3.9,95,1.63
05/09/2017 01:35 MDT,3.3,99,8.03
05/09/2017 02:35 MDT,3.3,100,9.64
05/09/2017 03:35 MDT,2.8,100,8.03
05/09/2017 04:35 MDT,2.8,100,3.23
05/09/2017 05:35 MDT,3.9,89,12.89
05/09/2017 06:35 MDT,5.6,77,6.44
05/09/2017 07:35 MDT,5.6,87,6.44
05/09/2017 08:35 MDT,6.1,86,8.03
05/09/2017 09:35 MDT,11.1,65,8.03
05/09/2017 10:35 MDT,5,97,24.12
05/09/2017 11:35 MDT,7.8,91,8.03
05/09/2017 12:35 MDT,7.2,93,6.44
05/09/2017 13:35 MDT,8.9,56,20.92
05/09/2017 14:35 MDT,8.9,69,12.89
05/09/2017 15:35 MDT,7.2,65,17.72
05/09/2017 16:35 MDT,6.7,75,8.03
05/09/2017 17:35 MDT,5.6,75,3.23
05/09/2017 18:35 MDT,6.1,77,4.83
05/09/2017 19:35 MDT,6.1,79,3.23
05/09/2017 20:35 MDT,5,82,11.27
05/09/2017 21:35 MDT,5,82,9.64
05/09/2017 22:35 MDT,6.1,66,14.47
05/09/2017 23:35 MDT,5,75,28.98
05/10/2017 00:35 MDT,5.6,70,20.92
05/10/2017 01:35 MDT,6.1,58,22.53
05/10/2017 02:35 MDT,3.9,73,17.72
05/10/2017 03:35 MDT,3.3,81,6.44
05/10/2017 04:35 MDT,4.4,63,3.23
05/10/2017 05:35 MDT,2.8,79,1.63
05/10/2017 06:35 MDT,3.3,95,4.83
05/10/2017 07:35 MDT,3.9,97,9.64
05/10/2017 08:35 MDT,3.9,100,8.03
05/10/2017 09:35 MDT,3.9,99,11.27
05/10/2017 10:35 MDT,6.1,82,9.64
05/10/2017 11:35 MDT,8.3,75,9.64
05/10/2017 12:35 MDT,5.6,84,11.27
05/10/2017 13:35 MDT,6.7,83,9.64
05/10/2017 14:35 MDT,5.6,83,9.64
05/10/2017 15:35 MDT,6.1,79,12.89
05/10/2017 16:35 MDT,4.4,90,14.47
05/10/2017 17:35 MDT,3.9,92,11.27
05/10/2017 18:35 MDT,2.8,100,11.27
05/10/2017 19:35 MDT,2.8,100,11.27
05/10/2017 20:35 MDT,2.2,100,14.47
05/10/2017 21:35 MDT,2.2,100,11.27
05/10/2017 22:35 MDT,1.1,100,11.27
05/10/2017 23:35 MDT,2.2,100,12.89
05/11/2017 00:35 MDT,2.2,100,9.64
05/11/2017 01:35 MDT,1.7,100,8.03
05/11/2017 02:35 MDT,1.7,100,9.64
05/11/2017 03:35 MDT,1.7,100,8.03
05/11/2017 04:35 MDT,1.1,100,11.27
05/11/2017 05:35 MDT,1.1,100,12.89
05/11/2017 06:35 MDT,1.1,100,12.89
05/11/2017 07:35 MDT,1.1,100,12.89
05/11/2017 08:35 MDT,1.7,100,12.89
05/11/2017 09:35 MDT,1.7,100,16.09
05/11/2017 10:35 MDT,2.8,97,16.09
05/11/2017 11:35 MDT,3.9,87,14.47
05/11/2017 12:35 MDT,6.7,71,12.89
05/11/2017 13:35 MDT,7.2,62,11.27
05/11/2017 14:35 MDT,8.3,59,11.27
05/11/2017 15:35 MDT,10,45,14.47
05/11/2017 16:35 MDT,10.6,48,9.64
05/11/2017 17:35 MDT,11.1,48,6.44
05/11/2017 18:35 MDT,8.9,57,11.27
05/11/2017 19:35 MDT,7.8,65,3.23
05/11/2017 20:35 MDT,5.6,76,0
05/11/2017 21:35 MDT,6.1,64,4.83
05/11/2017 22:35 MDT,6.7,59,6.44
05/11/2017 23:35 MDT,6.7,55,1.63
05/12/2017 00:35 MDT,6.7,52,3.23
05/12/2017 01:35 MDT,6.7,50,6.44
05/12/2017 02:35 MDT,7.2,49,6.44
05/12/2017 03:35 MDT,6.7,52,4.83
05/12/2017 04:35 MDT,6.1,52,4.83
05/12/2017 05:35 MDT,6.7,50,6.44
05/12/2017 06:35 MDT,8.3,45,6.44
05/12/2017 07:35 MDT,10,42,6.44
05/12/2017 08:35 MDT,11.7,40,8.03
05/12/2017 09:35 MDT,12.8,36,9.64
05/12/2017 10:35 MDT,13.9,29,9.64
05/12/2017 11:35 MDT,13.3,41,17.72
05/12/2017 12:35 MDT,13.9,40,16.09
05/12/2017 13:35 MDT,12.8,68,20.92
05/12/2017 14:35 MDT,12.2,67,22.53
05/12/2017 15:35 MDT,12.2,68,22.53
05/12/2017 16:35 MDT,12.8,66,20.92
05/12/2017 17:35 MDT,12.8,65,20.92
05/12/2017 18:35 MDT,10.6,73,22.53
05/12/2017 19:35 MDT,8.9,78,25.73
05/12/2017 20:35 MDT,7.8,83,24.12
05/12/2017 21:35 MDT,7.2,77,20.92
05/12/2017 22:35 MDT,6.7,79,20.92
05/12/2017 23:35 MDT,7.2,74,17.72
05/13/2017 00:35 MDT,10,46,11.27
05/13/2017 01:35 MDT,10.6,37,20.92
05/13/2017 02:35 MDT,10,39,17.72
05/13/2017 03:35 MDT,10.6,37,19.33
05/13/2017 04:35 MDT,10,42,11.27
05/13/2017 05:35 MDT,10,42,11.27
05/13/2017 06:35 MDT,11.1,40,17.72
05/13/2017 07:35 MDT,12.2,35,24.12
05/13/2017 08:35 MDT,13.3,34,14.47
05/13/2017 09:35 MDT,14.4,29,14.47
05/13/2017 10:35 MDT,15.6,27,11.27
05/13/2017 11:35 MDT,16.1,21,20.92
05/13/2017 12:35 MDT,16.7,23,17.72
05/13/2017 13:35 MDT,17.2,22,16.09
05/13/2017 14:35 MDT,17.8,22,20.92
05/13/2017 15:35 MDT,18.3,18,24.12
05/13/2017 16:35 MDT,18.3,17,20.92
05/13/2017 17:35 MDT,18.3,17,22.53
05/13/2017 18:35 MDT,17.8,18,16.09
05/13/2017 19:35 MDT,16.1,19,14.47
05/13/2017 20:35 MDT,14.4,20,20.92
05/13/2017 21:35 MDT,13.9,20,17.72
05/13/2017 22:35 MDT,13.3,20,12.89
05/13/2017 23:35 MDT,13.3,19,16.09
05/14/2017 00:35 MDT,12.8,18,12.89
05/14/2017 01:35 MDT,12.2,18,14.47
05/14/2017 02:35 MDT,11.7,19,12.89
05/14/2017 03:35 MDT,10.6,21,16.09
05/14/2017 04:35 MDT,10,23,19.33
05/14/2017 05:35 MDT,8.3,26,4.83
05/14/2017 06:35 MDT,10,24,8.03
05/14/2017 07:35 MDT,12.2,21,9.64
05/14/2017 08:35 MDT,12.2,26,14.47
05/14/2017 09:35 MDT,11.1,39,14.47
05/14/2017 10:35 MDT,11.1,39,19.33
05/14/2017 11:35 MDT,12.8,36,19.33
05/14/2017 12:35 MDT,12.2,37,25.73
05/14/2017 13:35 MDT,13.3,36,22.53
05/14/2017 14:35 MDT,14.4,32,25.73
05/14/2017 15:35 MDT,15,31,22.53
05/14/2017 16:35 MDT,13.9,34,19.33
05/14/2017 17:35 MDT,14.4,36,17.72
05/14/2017 18:35 MDT,12.8,41,16.09
05/14/2017 19:35 MDT,12.2,42,14.47
05/14/2017 20:35 MDT,11.7,45,9.64
05/14/2017 21:35 MDT,11.1,48,9.64
05/14/2017 22:35 MDT,11.7,36,9.64
05/14/2017 23:35 MDT,12.2,25,8.03
05/15/2017 00:35 MDT,11.7,26,12.89
05/15/2017 01:35 MDT,12.2,22,9.64
05/15/2017 02:35 MDT,11.7,21,12.89
05/15/2017 03:35 MDT,10.6,25,8.03
05/15/2017 04:35 MDT,11.1,24,8.03
05/15/2017 05:35 MDT,11.7,20,17.72
05/15/2017 06:35 MDT,11.1,21,11.27
05/15/2017 07:35 MDT,11.1,20,11.27
05/15/2017 08:35 MDT,11.7,20,11.27
05/15/2017 09:35 MDT,13.3,17,11.27
05/15/2017 10:35 MDT,15,15,8.03
05/15/2017 11:35 MDT,16.7,17,8.03
05/15/2017 12:35 MDT,16.7,18,17.72
05/15/2017 13:35 MDT,16.7,16,11.27
05/15/2017 14:35 MDT,17.2,13,17.72
05/15/2017 15:35 MDT,17.8,12,22.53
05/15/2017 16:35 MDT,17.2,15,17.72
05/15/2017 17:35 MDT,15.6,21,9.64
05/15/2017 18:35 MDT,15.6,20,16.09
05/15/2017 19:35 MDT,15,23,12.89
05/15/2017 20:35 MDT,13.9,17,19.33
05/15/2017 21:35 MDT,13.3,17,16.09
05/15/2017 22:35 MDT,12.2,20,17.72
05/15/2017 23:35 MDT,10.6,23,6.44
05/16/2017 00:35 MDT,8.9,28,6.44
05/16/2017 01:35 MDT,8.9,27,19.33
05/16/2017 02:35 MDT,7.2,33,17.72
05/16/2017 03:35 MDT,6.7,37,16.09
05/16/2017 04:35 MDT,5.6,39,8.03
05/16/2017 05:35 MDT,5,36,11.27
05/16/2017 06:35 MDT,6.1,32,6.44
05/16/2017 07:35 MDT,8.3,26,4.83
05/16/2017 08:35 MDT,9.4,25,11.27
05/16/2017 09:35 MDT,10.6,20,12.89
05/16/2017 10:35 MDT,11.7,26,14.47
05/16/2017 11:35 MDT,12.2,28,22.53
05/16/2017 12:35 MDT,12.8,30,20.92
05/16/2017 13:35 MDT,12.8,30,25.73
05/16/2017 14:35 MDT,11.7,32,25.73
05/16/2017 15:35 MDT,12.2,29,14.47
05/16/2017 16:35 MDT,10,33,20.92
05/16/2017 17:35 MDT,8.9,36,6.44
05/16/2017 18:35 MDT,7.8,42,8.03
05/16/2017 19:35 MDT,6.1,52,8.03
05/16/2017 20:35 MDT,3.9,75,11.27
05/16/2017 21:35 MDT,3.3,72,12.89
05/16/2017 22:35 MDT,3.3,66,11.27
05/16/2017 23:35 MDT,3.3,66,14.47
05/17/2017 00:35 MDT,2.2,76,17.72
05/17/2017 01:35 MDT,2.2,70,20.92
05/17/2017 02:35 MDT,2.2,70,20.92
05/17/2017 03:35 MDT,1.1,74,12.89
05/17/2017 04:35 MDT,0.6,76,12.89
05/17/2017 05:35 MDT,1.1,68,12.89
05/17/2017 06:35 MDT,2.8,51,17.72
05/17/2017 07:35 MDT,3.9,42,22.53
05/17/2017 08:35 MDT,5,37,20.92
05/17/2017 09:35 MDT,7.2,32,24.12
05/17/2017 10:35 MDT,6.1,33,25.73
05/17/2017 11:35 MDT,9.4,27,25.73
05/17/2017 12:35 MDT,10.6,26,22.53
05/17/2017 13:35 MDT,10,27,22.53
